valueset_pk,language_pk,parameter_pk,parameter_name,parameter_description,type_pk,variety_type,abbr,language_name,value_pk,domainelement_pk,attestation
15768,6,214,Conjunction doubling: clause + conj. + conj. + clause,"He has been in this school for five years, still yet he is not tired",1,L1t,North,English dialects in the North of England,15768,1282,D
15770,8,214,Conjunction doubling: clause + conj. + conj. + clause,"He has been in this school for five years, still yet he is not tired",1,L1t,EA,East Anglian English,15770,1282,D
15771,9,214,Conjunction doubling: clause + conj. + conj. + clause,"He has been in this school for five years, still yet he is not tired",1,L1t,SE,English dialects in the Southeast of England,15771,1282,D
15772,10,214,Conjunction doubling: clause + conj. + conj. + clause,"He has been in this school for five years, still yet he is not tired",2,L1c,ChIsE,Channel Islands English,15772,1282,D
15785,23,214,Conjunction doubling: clause + conj. + conj. + clause,"He has been in this school for five years, still yet he is not tired",2,L1c,BahE,Bahamian English,15785,1282,D
15812,50,214,Conjunction doubling: clause + conj. + conj. + clause,"He has been in this school for five years, still yet he is not tired",3,L2,InSAfE,Indian South African English,15812,1282,D
15813,51,214,Conjunction doubling: clause + conj. + conj. + clause,"He has been in this school for five years, still yet he is not tired",2,L1c,WhSAfE,White South African English,15813,1282,D
15815,53,214,Conjunction doubling: clause + conj. + conj. + clause,"He has been in this school for five years, still yet he is not tired",3,L2,PakE,Pakistani English,15815,1282,D
15817,55,214,Conjunction doubling: clause + conj. + conj. + clause,"He has been in this school for five years, still yet he is not tired",3,L2,SLkE,Sri Lankan English,15817,1282,D
15818,56,214,Conjunction doubling: clause + conj. + conj. + clause,"He has been in this school for five years, still yet he is not tired",3,L2,HKE,Hong Kong English,15818,1282,D
15819,57,214,Conjunction doubling: clause + conj. + conj. + clause,"He has been in this school for five years, still yet he is not tired",2,L1c,CollSgE,Colloquial Singapore English (Singlish),15819,1282,D
15820,58,214,Conjunction doubling: clause + conj. + conj. + clause,"He has been in this school for five years, still yet he is not tired",3,L2,MalE,Malaysian English,15820,1282,D
15823,61,214,Conjunction doubling: clause + conj. + conj. + clause,"He has been in this school for five years, still yet he is not tired",2,L1c,AborE,Aboriginal English,15823,1282,D
15826,64,214,Conjunction doubling: clause + conj. + conj. + clause,"He has been in this school for five years, still yet he is not tired",2,L1c,NZE,New Zealand English,15826,1282,D
15829,67,214,Conjunction doubling: clause + conj. + conj. + clause,"He has been in this school for five years, still yet he is not tired",3,L2,FijiE,Acrolectal Fiji English,15829,1282,D
15830,68,214,Conjunction doubling: clause + conj. + conj. + clause,"He has been in this school for five years, still yet he is not tired",3,L2,CollFijiE,Pure Fiji English (basilectal FijiE),15830,1282,D
15834,72,214,Conjunction doubling: clause + conj. + conj. + clause,"He has been in this school for five years, still yet he is not tired",2,L1c,FlkE,Falkland Islands English,15834,1282,D
15836,74,214,Conjunction doubling: clause + conj. + conj. + clause,"He has been in this school for five years, still yet he is not tired",2,L1c,TdCE,Tristan da Cunha English,15836,1282,D
15837,1,215,Conjunction doubling: correlative conj.s,"Although you are smart, but you are not appreciated; So when I was a baby, so my father-an’-them shifted to Sezela",1,L1t,O&SE,Orkney and Shetland English,15837,1288,D
15838,2,215,Conjunction doubling: correlative conj.s,"Although you are smart, but you are not appreciated; So when I was a baby, so my father-an’-them shifted to Sezela",1,L1t,ScE,Scottish English,15838,1288,D
15839,3,215,Conjunction doubling: correlative conj.s,"Although you are smart, but you are not appreciated; So when I was a baby, so my father-an’-them shifted to Sezela",2,L1c,IrE,Irish English,15839,1288,D
15840,4,215,Conjunction doubling: correlative conj.s,"Although you are smart, but you are not appreciated; So when I was a baby, so my father-an’-them shifted to Sezela",2,L1c,ManxE,Manx English,15840,1288,D
15841,5,215,Conjunction doubling: correlative conj.s,"Although you are smart, but you are not appreciated; So when I was a baby, so my father-an’-them shifted to Sezela",2,L1c,WelE,Welsh English,15841,1288,D
15842,6,215,Conjunction doubling: correlative conj.s,"Although you are smart, but you are not appreciated; So when I was a baby, so my father-an’-them shifted to Sezela",1,L1t,North,English dialects in the North of England,15842,1288,D
15844,8,215,Conjunction doubling: correlative conj.s,"Although you are smart, but you are not appreciated; So when I was a baby, so my father-an’-them shifted to Sezela",1,L1t,EA,East Anglian English,15844,1288,D
15845,9,215,Conjunction doubling: correlative conj.s,"Although you are smart, but you are not appreciated; So when I was a baby, so my father-an’-them shifted to Sezela",1,L1t,SE,English dialects in the Southeast of England,15845,1288,D
15846,10,215,Conjunction doubling: correlative conj.s,"Although you are smart, but you are not appreciated; So when I was a baby, so my father-an’-them shifted to Sezela",2,L1c,ChIsE,Channel Islands English,15846,1288,D
15849,13,215,Conjunction doubling: correlative conj.s,"Although you are smart, but you are not appreciated; So when I was a baby, so my father-an’-them shifted to Sezela",1,L1t,NfldE,Newfoundland English,15849,1288,D
15852,16,215,Conjunction doubling: correlative conj.s,"Although you are smart, but you are not appreciated; So when I was a baby, so my father-an’-them shifted to Sezela",2,L1c,RAAVE,Rural African American Vernacular English,15852,1288,D
15855,19,215,Conjunction doubling: correlative conj.s,"Although you are smart, but you are not appreciated; So when I was a baby, so my father-an’-them shifted to Sezela",1,L1t,AppE,Appalachian English,15855,1288,D
15856,20,215,Conjunction doubling: correlative conj.s,"Although you are smart, but you are not appreciated; So when I was a baby, so my father-an’-them shifted to Sezela",1,L1t,SEAmE,Southeast American enclave dialects,15856,1288,D
15859,23,215,Conjunction doubling: correlative conj.s,"Although you are smart, but you are not appreciated; So when I was a baby, so my father-an’-them shifted to Sezela",2,L1c,BahE,Bahamian English,15859,1288,D
15887,51,215,Conjunction doubling: correlative conj.s,"Although you are smart, but you are not appreciated; So when I was a baby, so my father-an’-them shifted to Sezela",2,L1c,WhSAfE,White South African English,15887,1288,D
15891,55,215,Conjunction doubling: correlative conj.s,"Although you are smart, but you are not appreciated; So when I was a baby, so my father-an’-them shifted to Sezela",3,L2,SLkE,Sri Lankan English,15891,1288,D
15895,59,215,Conjunction doubling: correlative conj.s,"Although you are smart, but you are not appreciated; So when I was a baby, so my father-an’-them shifted to Sezela",2,L1c,AusE,Australian English,15895,1288,D
15897,61,215,Conjunction doubling: correlative conj.s,"Although you are smart, but you are not appreciated; So when I was a baby, so my father-an’-them shifted to Sezela",2,L1c,AborE,Aboriginal English,15897,1288,D
15900,64,215,Conjunction doubling: correlative conj.s,"Although you are smart, but you are not appreciated; So when I was a baby, so my father-an’-them shifted to Sezela",2,L1c,NZE,New Zealand English,15900,1288,D
15903,67,215,Conjunction doubling: correlative conj.s,"Although you are smart, but you are not appreciated; So when I was a baby, so my father-an’-them shifted to Sezela",3,L2,FijiE,Acrolectal Fiji English,15903,1288,D
15904,68,215,Conjunction doubling: correlative conj.s,"Although you are smart, but you are not appreciated; So when I was a baby, so my father-an’-them shifted to Sezela",3,L2,CollFijiE,Pure Fiji English (basilectal FijiE),15904,1288,D
15908,72,215,Conjunction doubling: correlative conj.s,"Although you are smart, but you are not appreciated; So when I was a baby, so my father-an’-them shifted to Sezela",2,L1c,FlkE,Falkland Islands English,15908,1288,D
15909,73,215,Conjunction doubling: correlative conj.s,"Although you are smart, but you are not appreciated; So when I was a baby, so my father-an’-them shifted to Sezela",2,L1c,StHE,St. Helena English,15909,1288,D
15910,74,215,Conjunction doubling: correlative conj.s,"Although you are smart, but you are not appreciated; So when I was a baby, so my father-an’-them shifted to Sezela",2,L1c,TdCE,Tristan da Cunha English,15910,1288,D
15911,1,216,Omission of StE prepositions,He came out Ø hospital; She went Ø town;  We’re going there Ø Tuesday,1,L1t,O&SE,Orkney and Shetland English,15911,1292,B
15914,4,216,Omission of StE prepositions,He came out Ø hospital; She went Ø town;  We’re going there Ø Tuesday,2,L1c,ManxE,Manx English,15914,1292,B
15915,5,216,Omission of StE prepositions,He came out Ø hospital; She went Ø town;  We’re going there Ø Tuesday,2,L1c,WelE,Welsh English,15915,1292,B
15916,6,216,Omission of StE prepositions,He came out Ø hospital; She went Ø town;  We’re going there Ø Tuesday,1,L1t,North,English dialects in the North of England,15916,1292,B
15917,7,216,Omission of StE prepositions,He came out Ø hospital; She went Ø town;  We’re going there Ø Tuesday,1,L1t,SW,English dialects in the Southwest of England,15917,1292,B
15922,12,216,Omission of StE prepositions,He came out Ø hospital; She went Ø town;  We’re going there Ø Tuesday,2,L1c,MaltE,Maltese English,15922,1292,B
15933,23,216,Omission of StE prepositions,He came out Ø hospital; She went Ø town;  We’re going there Ø Tuesday,2,L1c,BahE,Bahamian English,15933,1292,B
15949,39,216,Omission of StE prepositions,He came out Ø hospital; She went Ø town;  We’re going there Ø Tuesday,3,L2,GhE,Ghanaian English,15949,1292,B
15951,41,216,Omission of StE prepositions,He came out Ø hospital; She went Ø town;  We’re going there Ø Tuesday,3,L2,NigE,Nigerian English,15951,1292,B
15969,59,216,Omission of StE prepositions,He came out Ø hospital; She went Ø town;  We’re going there Ø Tuesday,2,L1c,AusE,Australian English,15969,1292,B
15971,61,216,Omission of StE prepositions,He came out Ø hospital; She went Ø town;  We’re going there Ø Tuesday,2,L1c,AborE,Aboriginal English,15971,1292,B
15974,64,216,Omission of StE prepositions,He came out Ø hospital; She went Ø town;  We’re going there Ø Tuesday,2,L1c,NZE,New Zealand English,15974,1292,B
15978,68,216,Omission of StE prepositions,He came out Ø hospital; She went Ø town;  We’re going there Ø Tuesday,3,L2,CollFijiE,Pure Fiji English (basilectal FijiE),15978,1292,B
15983,73,216,Omission of StE prepositions,He came out Ø hospital; She went Ø town;  We’re going there Ø Tuesday,2,L1c,StHE,St. Helena English,15983,1292,B
17606,75,216,Omission of StE prepositions,He came out Ø hospital; She went Ø town;  We’re going there Ø Tuesday,2,L1c,PhilE,Philippine English,17606,1292,B
17841,76,216,Omission of StE prepositions,He came out Ø hospital; She went Ø town;  We’re going there Ø Tuesday,3,L2,CFE,Cape Flats English,17841,1292,B
15985,1,217,Use of postpositions,"e.g. the chalkboard under; night time ‘at night’, Telugu way ‘in Telugu’, morning  part ‘in the morning’",1,L1t,O&SE,Orkney and Shetland English,15985,1300,D
15986,2,217,Use of postpositions,"e.g. the chalkboard under; night time ‘at night’, Telugu way ‘in Telugu’, morning  part ‘in the morning’",1,L1t,ScE,Scottish English,15986,1300,D
15987,3,217,Use of postpositions,"e.g. the chalkboard under; night time ‘at night’, Telugu way ‘in Telugu’, morning  part ‘in the morning’",2,L1c,IrE,Irish English,15987,1300,D
15988,4,217,Use of postpositions,"e.g. the chalkboard under; night time ‘at night’, Telugu way ‘in Telugu’, morning  part ‘in the morning’",2,L1c,ManxE,Manx English,15988,1300,D
15989,5,217,Use of postpositions,"e.g. the chalkboard under; night time ‘at night’, Telugu way ‘in Telugu’, morning  part ‘in the morning’",2,L1c,WelE,Welsh English,15989,1300,D
15992,8,217,Use of postpositions,"e.g. the chalkboard under; night time ‘at night’, Telugu way ‘in Telugu’, morning  part ‘in the morning’",1,L1t,EA,East Anglian English,15992,1300,D
15993,9,217,Use of postpositions,"e.g. the chalkboard under; night time ‘at night’, Telugu way ‘in Telugu’, morning  part ‘in the morning’",1,L1t,SE,English dialects in the Southeast of England,15993,1300,D
15994,10,217,Use of postpositions,"e.g. the chalkboard under; night time ‘at night’, Telugu way ‘in Telugu’, morning  part ‘in the morning’",2,L1c,ChIsE,Channel Islands English,15994,1300,D
15996,12,217,Use of postpositions,"e.g. the chalkboard under; night time ‘at night’, Telugu way ‘in Telugu’, morning  part ‘in the morning’",2,L1c,MaltE,Maltese English,15996,1300,D
15999,15,217,Use of postpositions,"e.g. the chalkboard under; night time ‘at night’, Telugu way ‘in Telugu’, morning  part ‘in the morning’",2,L1c,UAAVE,Urban African American Vernacular English,15999,1300,D
16000,16,217,Use of postpositions,"e.g. the chalkboard under; night time ‘at night’, Telugu way ‘in Telugu’, morning  part ‘in the morning’",2,L1c,RAAVE,Rural African American Vernacular English,16000,1300,D
16001,17,217,Use of postpositions,"e.g. the chalkboard under; night time ‘at night’, Telugu way ‘in Telugu’, morning  part ‘in the morning’",2,L1c,EAAVE,Earlier African American Vernacular English,16001,1300,D
16003,19,217,Use of postpositions,"e.g. the chalkboard under; night time ‘at night’, Telugu way ‘in Telugu’, morning  part ‘in the morning’",1,L1t,AppE,Appalachian English,16003,1300,D
16004,20,217,Use of postpositions,"e.g. the chalkboard under; night time ‘at night’, Telugu way ‘in Telugu’, morning  part ‘in the morning’",1,L1t,SEAmE,Southeast American enclave dialects,16004,1300,D
16007,23,217,Use of postpositions,"e.g. the chalkboard under; night time ‘at night’, Telugu way ‘in Telugu’, morning  part ‘in the morning’",2,L1c,BahE,Bahamian English,16007,1300,D
16010,26,217,Use of postpositions,"e.g. the chalkboard under; night time ‘at night’, Telugu way ‘in Telugu’, morning  part ‘in the morning’",3,L2,JamE,Jamaican English,16010,1300,D
16021,37,217,Use of postpositions,"e.g. the chalkboard under; night time ‘at night’, Telugu way ‘in Telugu’, morning  part ‘in the morning’",2,L1c,LibSE,Liberian Settler English,16021,1300,D
16023,39,217,Use of postpositions,"e.g. the chalkboard under; night time ‘at night’, Telugu way ‘in Telugu’, morning  part ‘in the morning’",3,L2,GhE,Ghanaian English,16023,1300,D
16037,53,217,Use of postpositions,"e.g. the chalkboard under; night time ‘at night’, Telugu way ‘in Telugu’, morning  part ‘in the morning’",3,L2,PakE,Pakistani English,16037,1300,D
16040,56,217,Use of postpositions,"e.g. the chalkboard under; night time ‘at night’, Telugu way ‘in Telugu’, morning  part ‘in the morning’",3,L2,HKE,Hong Kong English,16040,1300,D
16041,57,217,Use of postpositions,"e.g. the chalkboard under; night time ‘at night’, Telugu way ‘in Telugu’, morning  part ‘in the morning’",2,L1c,CollSgE,Colloquial Singapore English (Singlish),16041,1300,D
16042,58,217,Use of postpositions,"e.g. the chalkboard under; night time ‘at night’, Telugu way ‘in Telugu’, morning  part ‘in the morning’",3,L2,MalE,Malaysian English,16042,1300,D
16043,59,217,Use of postpositions,"e.g. the chalkboard under; night time ‘at night’, Telugu way ‘in Telugu’, morning  part ‘in the morning’",2,L1c,AusE,Australian English,16043,1300,D
16048,64,217,Use of postpositions,"e.g. the chalkboard under; night time ‘at night’, Telugu way ‘in Telugu’, morning  part ‘in the morning’",2,L1c,NZE,New Zealand English,16048,1300,D
16051,67,217,Use of postpositions,"e.g. the chalkboard under; night time ‘at night’, Telugu way ‘in Telugu’, morning  part ‘in the morning’",3,L2,FijiE,Acrolectal Fiji English,16051,1300,D
16052,68,217,Use of postpositions,"e.g. the chalkboard under; night time ‘at night’, Telugu way ‘in Telugu’, morning  part ‘in the morning’",3,L2,CollFijiE,Pure Fiji English (basilectal FijiE),16052,1300,D
16056,72,217,Use of postpositions,"e.g. the chalkboard under; night time ‘at night’, Telugu way ‘in Telugu’, morning  part ‘in the morning’",2,L1c,FlkE,Falkland Islands English,16056,1300,D
17842,76,217,Use of postpositions,"e.g. the chalkboard under; night time ‘at night’, Telugu way ‘in Telugu’, morning  part ‘in the morning’",3,L2,CFE,Cape Flats English,17842,1300,D
16059,1,218,Affirmative anymore ‘nowadays’,That’s the trouble with airplanes any more; Anymore they have a hard time protecting things like that,1,L1t,O&SE,Orkney and Shetland English,16059,1306,D
16060,2,218,Affirmative anymore ‘nowadays’,That’s the trouble with airplanes any more; Anymore they have a hard time protecting things like that,1,L1t,ScE,Scottish English,16060,1306,D
16061,3,218,Affirmative anymore ‘nowadays’,That’s the trouble with airplanes any more; Anymore they have a hard time protecting things like that,2,L1c,IrE,Irish English,16061,1306,D
16062,4,218,Affirmative anymore ‘nowadays’,That’s the trouble with airplanes any more; Anymore they have a hard time protecting things like that,2,L1c,ManxE,Manx English,16062,1306,D
16063,5,218,Affirmative anymore ‘nowadays’,That’s the trouble with airplanes any more; Anymore they have a hard time protecting things like that,2,L1c,WelE,Welsh English,16063,1306,D
16064,6,218,Affirmative anymore ‘nowadays’,That’s the trouble with airplanes any more; Anymore they have a hard time protecting things like that,1,L1t,North,English dialects in the North of England,16064,1306,D
16065,7,218,Affirmative anymore ‘nowadays’,That’s the trouble with airplanes any more; Anymore they have a hard time protecting things like that,1,L1t,SW,English dialects in the Southwest of England,16065,1306,D
16066,8,218,Affirmative anymore ‘nowadays’,That’s the trouble with airplanes any more; Anymore they have a hard time protecting things like that,1,L1t,EA,East Anglian English,16066,1306,D
16067,9,218,Affirmative anymore ‘nowadays’,That’s the trouble with airplanes any more; Anymore they have a hard time protecting things like that,1,L1t,SE,English dialects in the Southeast of England,16067,1306,D
16068,10,218,Affirmative anymore ‘nowadays’,That’s the trouble with airplanes any more; Anymore they have a hard time protecting things like that,2,L1c,ChIsE,Channel Islands English,16068,1306,D
16070,12,218,Affirmative anymore ‘nowadays’,That’s the trouble with airplanes any more; Anymore they have a hard time protecting things like that,2,L1c,MaltE,Maltese English,16070,1306,D
16071,13,218,Affirmative anymore ‘nowadays’,That’s the trouble with airplanes any more; Anymore they have a hard time protecting things like that,1,L1t,NfldE,Newfoundland English,16071,1306,D
16075,17,218,Affirmative anymore ‘nowadays’,That’s the trouble with airplanes any more; Anymore they have a hard time protecting things like that,2,L1c,EAAVE,Earlier African American Vernacular English,16075,1306,D
16080,22,218,Affirmative anymore ‘nowadays’,That’s the trouble with airplanes any more; Anymore they have a hard time protecting things like that,3,L2,ChcE,Chicano English,16080,1306,D
16081,23,218,Affirmative anymore ‘nowadays’,That’s the trouble with airplanes any more; Anymore they have a hard time protecting things like that,2,L1c,BahE,Bahamian English,16081,1306,D
16095,37,218,Affirmative anymore ‘nowadays’,That’s the trouble with airplanes any more; Anymore they have a hard time protecting things like that,2,L1c,LibSE,Liberian Settler English,16095,1306,D
16099,41,218,Affirmative anymore ‘nowadays’,That’s the trouble with airplanes any more; Anymore they have a hard time protecting things like that,3,L2,NigE,Nigerian English,16099,1306,D
16101,43,218,Affirmative anymore ‘nowadays’,That’s the trouble with airplanes any more; Anymore they have a hard time protecting things like that,3,L2,CamE,Cameroon English,16101,1306,D
16104,46,218,Affirmative anymore ‘nowadays’,That’s the trouble with airplanes any more; Anymore they have a hard time protecting things like that,3,L2,KenE,Kenyan English,16104,1306,D
16105,47,218,Affirmative anymore ‘nowadays’,That’s the trouble with airplanes any more; Anymore they have a hard time protecting things like that,3,L2,UgE,Ugandan English,16105,1306,D
16106,48,218,Affirmative anymore ‘nowadays’,That’s the trouble with airplanes any more; Anymore they have a hard time protecting things like that,2,L1c,WhZimE,White Zimbabwean English,16106,1306,D
16107,49,218,Affirmative anymore ‘nowadays’,That’s the trouble with airplanes any more; Anymore they have a hard time protecting things like that,3,L2,BlSAfE,Black South African English,16107,1306,D
16108,50,218,Affirmative anymore ‘nowadays’,That’s the trouble with airplanes any more; Anymore they have a hard time protecting things like that,3,L2,InSAfE,Indian South African English,16108,1306,D
16109,51,218,Affirmative anymore ‘nowadays’,That’s the trouble with airplanes any more; Anymore they have a hard time protecting things like that,2,L1c,WhSAfE,White South African English,16109,1306,D
16110,52,218,Affirmative anymore ‘nowadays’,That’s the trouble with airplanes any more; Anymore they have a hard time protecting things like that,3,L2,IndE,Indian English,16110,1306,D
16111,53,218,Affirmative anymore ‘nowadays’,That’s the trouble with airplanes any more; Anymore they have a hard time protecting things like that,3,L2,PakE,Pakistani English,16111,1306,D
16113,55,218,Affirmative anymore ‘nowadays’,That’s the trouble with airplanes any more; Anymore they have a hard time protecting things like that,3,L2,SLkE,Sri Lankan English,16113,1306,D
16114,56,218,Affirmative anymore ‘nowadays’,That’s the trouble with airplanes any more; Anymore they have a hard time protecting things like that,3,L2,HKE,Hong Kong English,16114,1306,D
16115,57,218,Affirmative anymore ‘nowadays’,That’s the trouble with airplanes any more; Anymore they have a hard time protecting things like that,2,L1c,CollSgE,Colloquial Singapore English (Singlish),16115,1306,D
16116,58,218,Affirmative anymore ‘nowadays’,That’s the trouble with airplanes any more; Anymore they have a hard time protecting things like that,3,L2,MalE,Malaysian English,16116,1306,D
16119,61,218,Affirmative anymore ‘nowadays’,That’s the trouble with airplanes any more; Anymore they have a hard time protecting things like that,2,L1c,AborE,Aboriginal English,16119,1306,D
16122,64,218,Affirmative anymore ‘nowadays’,That’s the trouble with airplanes any more; Anymore they have a hard time protecting things like that,2,L1c,NZE,New Zealand English,16122,1306,D
16125,67,218,Affirmative anymore ‘nowadays’,That’s the trouble with airplanes any more; Anymore they have a hard time protecting things like that,3,L2,FijiE,Acrolectal Fiji English,16125,1306,D
16126,68,218,Affirmative anymore ‘nowadays’,That’s the trouble with airplanes any more; Anymore they have a hard time protecting things like that,3,L2,CollFijiE,Pure Fiji English (basilectal FijiE),16126,1306,D
16130,72,218,Affirmative anymore ‘nowadays’,That’s the trouble with airplanes any more; Anymore they have a hard time protecting things like that,2,L1c,FlkE,Falkland Islands English,16130,1306,D
16132,74,218,Affirmative anymore ‘nowadays’,That’s the trouble with airplanes any more; Anymore they have a hard time protecting things like that,2,L1c,TdCE,Tristan da Cunha English,16132,1306,D
17608,75,218,Affirmative anymore ‘nowadays’,That’s the trouble with airplanes any more; Anymore they have a hard time protecting things like that,2,L1c,PhilE,Philippine English,17608,1306,D
17843,76,218,Affirmative anymore ‘nowadays’,That’s the trouble with airplanes any more; Anymore they have a hard time protecting things like that,3,L2,CFE,Cape Flats English,17843,1306,D
16133,1,219,Adverb-forming suffixes –way and –time,"long-way, quick-way; dark-time, late-time",1,L1t,O&SE,Orkney and Shetland English,16133,1312,D
16134,2,219,Adverb-forming suffixes –way and –time,"long-way, quick-way; dark-time, late-time",1,L1t,ScE,Scottish English,16134,1312,D
16135,3,219,Adverb-forming suffixes –way and –time,"long-way, quick-way; dark-time, late-time",2,L1c,IrE,Irish English,16135,1312,D
16136,4,219,Adverb-forming suffixes –way and –time,"long-way, quick-way; dark-time, late-time",2,L1c,ManxE,Manx English,16136,1312,D
16137,5,219,Adverb-forming suffixes –way and –time,"long-way, quick-way; dark-time, late-time",2,L1c,WelE,Welsh English,16137,1312,D
16138,6,219,Adverb-forming suffixes –way and –time,"long-way, quick-way; dark-time, late-time",1,L1t,North,English dialects in the North of England,16138,1312,D
16139,7,219,Adverb-forming suffixes –way and –time,"long-way, quick-way; dark-time, late-time",1,L1t,SW,English dialects in the Southwest of England,16139,1312,D
16140,8,219,Adverb-forming suffixes –way and –time,"long-way, quick-way; dark-time, late-time",1,L1t,EA,East Anglian English,16140,1312,D
16141,9,219,Adverb-forming suffixes –way and –time,"long-way, quick-way; dark-time, late-time",1,L1t,SE,English dialects in the Southeast of England,16141,1312,D
16142,10,219,Adverb-forming suffixes –way and –time,"long-way, quick-way; dark-time, late-time",2,L1c,ChIsE,Channel Islands English,16142,1312,D
16144,12,219,Adverb-forming suffixes –way and –time,"long-way, quick-way; dark-time, late-time",2,L1c,MaltE,Maltese English,16144,1312,D
16147,15,219,Adverb-forming suffixes –way and –time,"long-way, quick-way; dark-time, late-time",2,L1c,UAAVE,Urban African American Vernacular English,16147,1312,D
16148,16,219,Adverb-forming suffixes –way and –time,"long-way, quick-way; dark-time, late-time",2,L1c,RAAVE,Rural African American Vernacular English,16148,1312,D
16150,18,219,Adverb-forming suffixes –way and –time,"long-way, quick-way; dark-time, late-time",1,L1t,OzE,Ozark English,16150,1312,D
16151,19,219,Adverb-forming suffixes –way and –time,"long-way, quick-way; dark-time, late-time",1,L1t,AppE,Appalachian English,16151,1312,D
16152,20,219,Adverb-forming suffixes –way and –time,"long-way, quick-way; dark-time, late-time",1,L1t,SEAmE,Southeast American enclave dialects,16152,1312,D
16155,23,219,Adverb-forming suffixes –way and –time,"long-way, quick-way; dark-time, late-time",2,L1c,BahE,Bahamian English,16155,1312,D
16169,37,219,Adverb-forming suffixes –way and –time,"long-way, quick-way; dark-time, late-time",2,L1c,LibSE,Liberian Settler English,16169,1312,D
16171,39,219,Adverb-forming suffixes –way and –time,"long-way, quick-way; dark-time, late-time",3,L2,GhE,Ghanaian English,16171,1312,D
16175,43,219,Adverb-forming suffixes –way and –time,"long-way, quick-way; dark-time, late-time",3,L2,CamE,Cameroon English,16175,1312,D
16178,46,219,Adverb-forming suffixes –way and –time,"long-way, quick-way; dark-time, late-time",3,L2,KenE,Kenyan English,16178,1312,D
16179,47,219,Adverb-forming suffixes –way and –time,"long-way, quick-way; dark-time, late-time",3,L2,UgE,Ugandan English,16179,1312,D
16180,48,219,Adverb-forming suffixes –way and –time,"long-way, quick-way; dark-time, late-time",2,L1c,WhZimE,White Zimbabwean English,16180,1312,D
16183,51,219,Adverb-forming suffixes –way and –time,"long-way, quick-way; dark-time, late-time",2,L1c,WhSAfE,White South African English,16183,1312,D
16185,53,219,Adverb-forming suffixes –way and –time,"long-way, quick-way; dark-time, late-time",3,L2,PakE,Pakistani English,16185,1312,D
16187,55,219,Adverb-forming suffixes –way and –time,"long-way, quick-way; dark-time, late-time",3,L2,SLkE,Sri Lankan English,16187,1312,D
16188,56,219,Adverb-forming suffixes –way and –time,"long-way, quick-way; dark-time, late-time",3,L2,HKE,Hong Kong English,16188,1312,D
16189,57,219,Adverb-forming suffixes –way and –time,"long-way, quick-way; dark-time, late-time",2,L1c,CollSgE,Colloquial Singapore English (Singlish),16189,1312,D
16190,58,219,Adverb-forming suffixes –way and –time,"long-way, quick-way; dark-time, late-time",3,L2,MalE,Malaysian English,16190,1312,D
16196,64,219,Adverb-forming suffixes –way and –time,"long-way, quick-way; dark-time, late-time",2,L1c,NZE,New Zealand English,16196,1312,D
16199,67,219,Adverb-forming suffixes –way and –time,"long-way, quick-way; dark-time, late-time",3,L2,FijiE,Acrolectal Fiji English,16199,1312,D
16200,68,219,Adverb-forming suffixes –way and –time,"long-way, quick-way; dark-time, late-time",3,L2,CollFijiE,Pure Fiji English (basilectal FijiE),16200,1312,D
16204,72,219,Adverb-forming suffixes –way and –time,"long-way, quick-way; dark-time, late-time",2,L1c,FlkE,Falkland Islands English,16204,1312,D
17844,76,219,Adverb-forming suffixes –way and –time,"long-way, quick-way; dark-time, late-time",3,L2,CFE,Cape Flats English,17844,1312,D
16207,1,220,Degree modifier adverbs have the same form as adjectives,Thatʼs real good,1,L1t,O&SE,Orkney and Shetland English,16207,1315,A
16209,3,220,Degree modifier adverbs have the same form as adjectives,Thatʼs real good,2,L1c,IrE,Irish English,16209,1315,A
16219,13,220,Degree modifier adverbs have the same form as adjectives,Thatʼs real good,1,L1t,NfldE,Newfoundland English,16219,1315,A
16225,19,220,Degree modifier adverbs have the same form as adjectives,Thatʼs real good,1,L1t,AppE,Appalachian English,16225,1315,A
16226,20,220,Degree modifier adverbs have the same form as adjectives,Thatʼs real good,1,L1t,SEAmE,Southeast American enclave dialects,16226,1315,A
16229,23,220,Degree modifier adverbs have the same form as adjectives,Thatʼs real good,2,L1c,BahE,Bahamian English,16229,1315,A
16254,48,220,Degree modifier adverbs have the same form as adjectives,Thatʼs real good,2,L1c,WhZimE,White Zimbabwean English,16254,1315,A
16264,58,220,Degree modifier adverbs have the same form as adjectives,Thatʼs real good,3,L2,MalE,Malaysian English,16264,1315,A
16266,60,220,Degree modifier adverbs have the same form as adjectives,Thatʼs real good,2,L1c,AusVE,Australian Vernacular English,16266,1315,A
16267,61,220,Degree modifier adverbs have the same form as adjectives,Thatʼs real good,2,L1c,AborE,Aboriginal English,16267,1315,A
16270,64,220,Degree modifier adverbs have the same form as adjectives,Thatʼs real good,2,L1c,NZE,New Zealand English,16270,1315,A
16274,68,220,Degree modifier adverbs have the same form as adjectives,Thatʼs real good,3,L2,CollFijiE,Pure Fiji English (basilectal FijiE),16274,1315,A
16281,1,221,Other adverbs have the same form as adjectives,Come quick!,1,L1t,O&SE,Orkney and Shetland English,16281,1321,A
16283,3,221,Other adverbs have the same form as adjectives,Come quick!,2,L1c,IrE,Irish English,16283,1321,A
16285,5,221,Other adverbs have the same form as adjectives,Come quick!,2,L1c,WelE,Welsh English,16285,1321,A
